utter_general_points_1, Vous ne pouvez postuler qu’auprès d’une administration de logement.
utter_general_points_2, En général\, vous devez déjà vivre dans la zone couverte par cette administration locale ou avoir un lien avec cette zone grâce à une adresse antérieure\, un emploi\, des soins médicaux\, des études supérieures ou de la famille – bien qu’une administration locale puisse décider de ne pas tenir compte de cette exigence.
utter_general_points_3, Vous devez envoyer un formulaire de candidature complet à l’administration locale concernée. Vous pouvez obtenir ces formulaires par celle-ci
utter_general_points_4, Lorsque vous complétez le formulaire de candidature\, vous pouvez choisir jusqu’à trois zones (« Areas of Choice ») dans la zone de l’administration locale dans laquelle vous voulez vivre. Cependant\, si vous candidatez pour une administration à Dublin\, Cork ou Galway\, vous pouvez choisir trois zones dans le comté\, l’une d’entre elles doit être la zone de l’administration à laquelle vous candidatez.
utter_general_points_5, Votre candidature sera évaluée par l’administration locale basée sur des critères d’éligibilité\, notamment le revenu\, le droit de résidence et la disponibilité d’un logement alternatif.
utter_general_points_6, Une fois que vous avez satisfait aux critères d’éligibilité\, vos besoins de logement seront évalués. Cette évaluation prend en compte votre hébergement actuel.
utter_general_points_7, Si votre administration locale décide que vous remplissez les critères d’éligibilité et de besoins\, vous serez placé sur une liste d’attente (maintenant connue sous le nom de « liste de ménages qualifiés »). Chaque administration locale décide selon ses propres règles un ordre de priorité sur la liste d’attente (un « Allocation Scheme »). Vous pouvez obtenir une copie de ce schéma de la part de votre administration locale.
utter_general_points_8, Même si vous avez la possibilité de choisir les zones dans lesquelles vous voudriez vivre\, rappelez-vous que si vous choisissez une zonepopulaire\, vous pourriez attendre une offre de logement plus longtemps que si vous choisissez une zone moins populaire. La demande de logements sociaux est élevée, préparez-vous à attendre plusieurs années avant qu’une administration locale ne vous offre un hébergement (en fonction de vos besoins de logement et de la disponibilité d’un logement approprié).

utter_if_you_do, Si vous ne remplissez pas les conditions nécessaires pour prétendre à un logement social ou devez attendre longtemps pour en obtenir un, portez votre attention sur la location dans le secteur privé.
utter_the_private_residential, Le Private Residential Tenancies Board (ou PRTB) supervise le secteur de la location privée en Irlande. Leur site Internet\, www.prtb.ie\, explique les droits et responsabilités des locataires (vous) et des propriétaires. Le site internet possède un guide du bon locataire que vous pouvez télécharger. 
utter_you_can_also, Vous pouvez aussi obtenir des renseignements et des conseils de la part de Threshold\, l’organisme de bienfaisance national qui loue des logements. Rendez-vous sur www.threshold.ie
utter_the_cost_of, Les coûts de location varient beaucoup. Attendez-vous à payer beaucoup plus si vous choisissez de vivre dans une ville ou autour. Vous pouvez trouver des exemples de locations-types dans différentes parties de l’Irlande sur www.prtb.ie
utter_you_will_usually, En général\, vous devrez payer une caution et le premier mois de loyer avant de pouvoir emménager dans le logement loué.
utter_both_threshold_and, Threshold et Focus Ireland\, deux organismes de bienfaisance qui aident les personnes risquant de devenir sans-abris\, peuvent vous aider à trouver un logement qui accepte le supplément au loyer ou les aides au logement (Housing Assistance Payment). 
what_documents_might, Quels documents le propriétaire pourrait-il demander ?
utter_the_landlord_may_1, 📄 Le propriétaire peut demander des copies des documents suivants :
utter_the_landlord_may_2, 💁 des recommandations de personnes qui vous connaissent bien
utter_the_landlord_may_3, 💼 des recommandations professionnelles\, généralement de votre employeur ; et
utter_the_landlord_may_4, 🏦 des relevés bancaires pour justifier de votre revenu.

utter_if_you_or_1, Si vous ou quelqu’un de votre entourage est sans-abri ou risque de le devenir\, vous pouvez obtenir des informations et des conseils de la part :
utter_if_you_or_2, 🏠 de la section logement de votre administration locale ;
utter_if_you_or_3, ☎ de la ligne 24h/24 d’aide aux sans-abris de la mairie de Dublin au 1800 707 707 ou le Service des sans-abris au 18000 724 724 – si vous vivez à Dublin ;
utter_if_you_or_4, ☎ du Service des sans-abris de la mairie de Cork au (021) 480 5495 – si vous vivez à Cork ;
utter_if_you_or_5, 🏥 des services sociaux communautaires de votre bureau local de santé
utter_if_you_or_6, ℹ de votre Bureau d’information des citoyens local.
utter_if_you_or_7, ☎ du Private Residential Tenancies Board (PRTB) (téléphone : 0818 30 30 37) – si vous êtes dans une location privée louée et avez besoin de conseils et d’informations sur vos droits en tant que locataire ; et
utter_if_you_or_8, 💻 de www.threshold.ie – il vous fournira des informations supplémentaires sur vos droits en tant que locataire.

utter_there_are_two_1, Il existe deux types de soutien financier pour le paiement du loyer :
utter_there_are_two_2, l’aide au logement (HAP ou Housing Assistance Payments) fournies par certaines administrations locales – mais pas toutes ; et
utter_there_are_two_3, les suppléments au loyer fournis par le Département de la protection sociale. housing_assistance_payment\, L’aide au logement (HAP)
rent_supplement, Supplément au loyer
utter_hap_is_a, La HAP est une nouvelle forme d’assistance au logement fournie par certaines administrations locales lorsque vous trouvez votre lieu de vie. La HAP est introduite de façon graduelle. Contactez votre administration locale à propos de l’aide HAP dans votre zone.
utter_hap_will_mean, Grâce à la HAP, certaines administrations locales peuvent maintenant fournir une aide au logement pour les ménages éligibles à l’aide au logement social. Sous la HAP, les administrations locales vont payer la totalité du loyer – au nom du destinataire de la HAP – directement au propriétaire. Le destinataire de la HAP payera ensuite une contribution à l’administration locale. Le montant de la contribution est basé sur le revenu et la solvabilité.
utter_under_hap_you, Sous la HAP\, vous êtes autorisé à accepter des emplois à plein temps sans perdre votre versement HAP. Le contrat de location s’appliquera entre vous et votre propriétaire. (L’administration locale n’est pas votre propriétaire).
utter_you_must_pay, Vous devez payer la caution vous-même. Dans certains cas\, vous pouvez être éligible à un versement pour « besoin exceptionnel » de la part du Service de protection sociale pour aider à payer la caution.
utter_if_you_live, Si vous vivez dans un comté où la HAP n’est pas encore disponible\, vous pouvez candidater au Service de protection sociale pour le versement du supplément au loyer. Cela payera une partie du loyer.
utter_rent_supplement_is_1, 💶 Le supplément au loyer est accordé aux personnes vivant dans des logements privés qui ne peuvent payer la totalité du loyer eux-mêmes. Pour répondre aux critères du versement du supplément au logement :
utter_rent_supplement_is_2, 📃 vous devez être sur la liste d’attente des logements sociaux ;
utter_rent_supplement_is_3, 🪙 votre revenu doit être en-dessous d’un certain seuil (si votre seule source de revenus est un versement de protection sociale\, vous répondrez probablement au critère) ; et
utter_rent_supplement_is_4, ✔ vous devez remplir d’autres conditions.
utter_you_can_find, Vous trouverez des informations supplémentaires auprès de votre bureau local du Service de protection sociale\, sur www.welfare.ie ou auprès du Bureau d’information des citoyens.

utter_housing_checklist_1, Décidez de la zone ou vous voudriez vivre et contactez l’administration locale pour obtenir un formulaire de candidature de logement. ✅
utter_housing_checklist_2, Complétez et retournez le formulaire à la section logement de l’administration locale. Si vous remplissez les critères pour un logement social\, vous serez placés sur la liste d’attente des logements ✅
utter_housing_checklist_3, Demandez à l’administration locale combien de temps vous pouvez attendre pour un hébergement. ✅
utter_housing_checklist_5, Commencez à chercher des logements privés à louer. Demandez à votre administration locale si une aide au logement (HAP) est disponible dans votre zone. (Vous trouverez plus d’informations sur la HAP dans la rubrique Aides pour payer votre loyer.) ✅
utter_housing_checklist_6, Si la HAP n’est pas encore disponible dans votre zone\, contactez votre bureau local du Service de protection sociale et demandez comment candidater pour le versement du supplément au logement. Vous trouverez une liste de bureaux du Service de protection sociale sur www.welfare.ie ✅
utter_housing_checklist_7, Si vous avez besoin d’aide pour payer la caution et le premier mois de loyer\, demandez au Service de protection sociale si vous pouvez postuler pour un versement « pour besoin exceptionnel » pour compenser cette dépense. ✅
utter_housing_checklist_8, Convenez du montant du loyer avec votre propriétaire et prenez connaissance de ce qui est inclus dedans (par exemple le gaz\, l’électricité\, l’eau\, la collecte des ordures\, les frais d’entretien\, et autres). ✅
utter_housing_checklist_9, Assurez-vous d’obtenir un bail ou un contrat de location de la part de votre propriétaire. Il s’agit d’un document important. Si vous ne le comprenez pas\, demandez à quelqu’un de vous aider (par exemple\, Threshold). ✅
utter_housing_checklist_10, Vérifiez si le gaz\, l’électricité\, l’eau et les autres services seront mis à votre nom et si vous devez payer ces charges. Cela sera le cas la plupart du temps. Si nécessaire\, payez un transfert ou des frais de connexion. (Voir la section « Charges courantes » du chapitre sur les Informations générales.) ✅
utter_housing_checklist_11, Ne payez pas la caution avant d’avoir visité la propriété et d’en avoir été satisfait.  ✅
utter_housing_checklist_12, Élargissez vos recherches pour trouver un logement à un prix abordable pour vous – si vous en avez besoin. ✅

CONVERSATION: EDUCATION,
education, Education
utter_in_ireland_by, En Irlande, selon la loi\, la scolarisation des enfants est obligatoire entre 6 et 16 ans (ou jusqu’à ce qu’ils terminent trois ans d’enseignement secondaire). Les enfants qui arrivent en Irlande\, qu’ils soient demandeurs d’asile\, réfugiés ou fils ou filles de travailleurs migrants\, disposent des mêmes droits à l’éducation que n’importe quel autre enfant en Irlande. Le système scolaire irlandais se compose de la primaire\, du secondaire\, de l’enseignement supérieur et de la formation continue.
early_childhood, Tell me about early childhood education
primary_education, Tell me about primary education
second_level, Tell me about second-level education
third_level, Tell me about third-level education
further_education, Tell me about further education

utter_early_childhood_education, L’éducation préscolaire ne fait pas partie du système éducatif formel irlandais. Elle est gérée par un vaste ensemble de groupes privés\, de communautés et de bénévoles. Elle comprend les crèches\, les garderies\, les maternelles et les maternelles d’apprentissage de l’irlandais.
utter_the_ecce_programme, Le programme ECCE (Année d’éducation préscolaire gratuite pour la garde et l’éducation dans la petite enfance) est conçu pour donner aux enfants (généralement de moins de 4 ans) accès à une année d’éducation préscolaire gratuite constituée d’activités appropriées et respectueuses du programme durant l’année précédant leur entrée en primaire. Plus d’informations sur www.dcya.gov.ie.
utter_children_attend_primary, Les enfants vont à l’école primaire de 4 à 12 ans. Les écoles primaires sont également connues sous le nom de « National Schools ». Il en existe plusieurs types :
denominational_schools, les écoles confessionnelles (religieuses);
multidenominational_schools, les écoles multiconfessionnelles ;
nondeonminational_schools, es écoles laïques ;
irish_speaking_schools, les écoles gaélophones (appelées Gaelscoileanna);
schools_for_children, les écoles pour enfants aux besoins éducatifs particuliers résultant d’un handicap ;
private_primary_schools, les écoles primaires privées
utter_education_in_state, L’éducation est gratuite dans les écoles primaires publiques. Cependant\, vous devrez payer si vous souhaitez que votre enfant reçoive une éducation dans une école primaire privée. L’année scolaire s’étend de septembre à juin
utter_primary_schools_are, Les écoles primaires sont supervisées par des comités de direction.

utter_children_begin_their, Les enfants entrent dans le secondaire vers 12 ans et le quittent vers 17 ou 18 ans.
utter_the_second_level, Le cycle d’enseignement secondaire dure cinq ans ponctués de deux examens nationaux\, le Junior Certificate au bout de trois ans et le Leaving Certificate après cinq ans. Certaines écoles proposent également une « année de transition » après le Junior Certificate\, portant la durée totale de l’enseignement secondaire à six ans.
utter_the_earliest_a, Un enfant ne peut pas quitter l’école avant ses 16 ans (ou avant d’avoir terminé trois ans d’études secondaires, ce qui revient à la quitter plus tard).

is_there_english, Is there English language support for students?
utter_young_children_learn, Les jeunes enfants apprennent l’anglais très rapidement. Même si votre enfant ne parle que très peu anglais\, il sera normalement placé dans une classe composée d’enfants de son âge. En primaire\, de même qu’au secondaire\, un soutien supplémentaire est disponible pour les enfants qui n’ont pas l’anglais comme langue maternelle.

are_there_special, Is there special needs support for students?
utter_children_with_special, Les enfants aux besoins éducatifs particuliers résultant d’un handicap disposent de davantage de soutien soit au sein de leur établissement\, soit dans des écoles spécialisées. Plus d’informations sur www.ncse.ie

utter_third_level_education, Les études supérieures comprennent des cursus gérés par des universités\, des instituts de technologie\, des instituts de formation\, et des établissements d’enseignement supérieur privés
utter_access_to_higher, Pour les étudiants poursuivant leurs études après le secondaire\, l’accès aux études supérieures dépend du Leaving Certificate\, qui constitue l’examen national à la fin de l’enseignement secondaire.
utter_the_central_applications, Le Central Applications Office (CAO) gère les candidatures aux établissements de l’enseignement supérieur. Vous pouvez candidater pour une place en envoyant un dossier de candidature complet au CAO. Plus d’informations sur www.cao.ie

is_there_financial, Existe-t-il une aide financière pour faire des études supérieures ?
utter_financial_help_for, L’aide financière pour les étudiants est soumise à des conditions de ressources ; elle est basée sur les revenus de la famille. Des bourses sont disponibles pour aider les étudiants à couvrir les dépenses courantes\, les frais de transports et/ou les frais de scolarité. Les bourses sont gérées par le Student Universal Support Ireland (SUSI). Pour plus d’informations\, rendez-vous sur leur site www.susi.ie
utter_some_students_may, Certains étudiants peuvent recevoir une aide supplémentaire. Il s’agit des étudiants handicapés suivant à temps plein un cursus d’enseignement supérieur ou un cursus post-Leaving Certificate (dit PLC) et des étudiants risquant de ne pas être en mesure de poursuivre leurs études supérieurs pour des raisons financières.
utter_this_help_is, Cette aide est fournie par le National Access Office of the Higher Education Authority (HEA). Rendez-vous sur www.hea.ie pour plus d’informations à ce sujet. Les étudiants peuvent également demander plus d’informations à leur établissement ou université.
is_there_any, Existe-t-il une aide financière pour les réfugiés ou les demandeurs d’asile ?
utter_yes_there_is_1, Oui, tout à fait. Depuis le 28 août 2015, un nouveau dispositif (à l’essai) a été mis en place pour les étudiants sortant de l’enseignement secondaire. Ce nouveau dispositif est à destination des étudiants qui font partie du programme de protection (et qui ne sont pas en voie d’expulsion)\, et donne accès\, à titre d’essai\, à une aide pour étudiants en accord avec l’actuel Dispositif de bourse pour étudiants. Les étudiants doivent remplir les conditions suivantes :
utter_yes_there_is_2, ✅ Répondre à la définition d’un demandeur de protection ou d’une personne disposant d’un titre de séjour (et qui n’est pas en voie d’expulsion) ;
utter_yes_there_is_3, ✅ Avoir réussi leur Leaving Certificate 
utter_yes_there_is_4, ✅ Avoir été accepté dans un cursus post-Leaving Certificate ou un cursus de licence approuvé 
utter_yes_there_is_5, ✅ Avoir étudié au moins durant cinq années académiques au sein du système scolaire irlandais, au 31 août 2015 
utter_yes_there_is_6, ✅ Avoir demandé une protection ou avoir disposé d’un titre de séjour (sans être en voie d’expulsion) pour une période cumulée d’au moins 5 ans au 31 août 2015
utter_yes_there_is_7, Vous pouvez trouver davantage d’informations sur ce dispositif sur www.education.ie

are_my_education, Mes diplômes seront-il reconnus en Irlande ?
utter_it_depends_quality, Cela dépend. La Quality and Qualifications Ireland (QQI) est l’agence nationale chargée de conseiller sur la reconnaissance de diplômes étrangers en Irlande et sur la reconnaissance de diplômes irlandais à l’étranger. Plus d’informations sur leur site www.qqi.ie

utter_further_education_is_1, La formation continue est l’enseignement ou la formation se déroulant après les études secondaires mais qui ne font pas partie des études supérieures. Elle comprend des programmes tels que :
utter_further_education_is_2, les cursus post-Leaving Certificate (PLC)
utter_further_education_is_3, le Dispositif d’opportunités de formation professionnelle (appelé Vocational Training Opportunities Scheme ou VTOS) – il s’agit d’éducation de la seconde chance pour les chômeurs
utter_further_education_is_4, les programmes Youthreach pour ceux qui ont quitté l’école prématurément
utter_further_education_is_5, les programmes d’alphabétisation et d’éducation
utter_further_education_is_6, les cours du soir pour adultes au sein d’établissements du secondaire
utter_you_can_get, Vous pouvez obtenir plus d’informations sur www.education.ie (cliquez sur « Further Education and Training ») ou en consultant votre Comité d’éducation et de formation local. 
utter_further_information_about, Rendez-vous sur le site du Ministère de l’Éducation et des compétences\, www.education.ie\, pour plus d’informations sur le système scolaire irlandais\, ainsi que sur les aides disponibles.

CONVERSATION: HEALTHCARE,
healthcare, Services de santé
utter_in_ireland_the, En Irlande\, les soins médicaux sont gérés par le service de santé publique\, ou Health Service Executive (HSE). Le HSE supervise les hôpitaux publics. Il gère également un réseau de bureaux locaux de santé et de centres de soins qui proposent un ensemble de services de santé et de prestations sociales.

hse_local, Bureaux locaux de santé du HSE
register_gp,
public_health,
medical_emergency,
other_services,

utter_your_local_health, Votre bureau local de santé est votre point de départ dans la santé communautaire et pour les prestations sociales personnelles. Les bureaux locaux de santé et les centres de soins proposent un ensemble de services tels que :
gp_services, 👨‍⚕️ les services de médecins généralistes
public_health_nursing, 👨‍⚕️ les infirmières de santé publique
child_health, 🧒 les services de santé infantile
community_welfare, 👪 les services sociaux des collectivités
chiropody, 🦶 la podologie (soin des pieds)
ophthalmic, 👁 l'ophtalmologie (soin des yeux)
speech_therapy, 🗣 l’orthophonie
social_work, 👪 le travail social
addiction_counselling, 💊 le soutien et traitement de la toxicomanie
physiotherapy, 🏋 la kinésithérapie
occupational_therapy, ♿ l’ergothérapie
psychiatric_services, 🧠 les services psychiatriques

utter_to_access_health, Pour avoir accès aux services de santé\, vous devez vous enregistrer auprès d’un médecin généraliste (médecin de famille) situé près de chez vous. Vous devez donner au médecin votre nom\, adresse\, numéro de téléphone et date de naissance. Vous trouverez une liste de médecins généralistes sur www.icgp.ie
utter_if_you_change, Si vous changez de médecin et que vous possédez déjà une Medical Card (carte médicale) ou une GP visit card (carte de consultation du médecin généraliste)\, vous devez demander à votre bureau local de santé une nouvelle Medical Card ou une nouvelle GP visit card.
utter_some_gps_only, Certains médecins proposent uniquement des prestations à des patients privés\, tandis que d’autres peuvent s’occuper également de patients détenteurs de Medical Card / GP visit card. Votre bureau local de santé peut vous fournir les coordonnées d’un médecin généraliste près de chez vous qui accepte les patients dotés d’une Medical Card ou d’une GP visit card.

utter_in_ireland_if, En Irlande\, si les revenus de votre famille sont en- dessous d’un certain seuil\, vous pouvez obtenir une Medical Card (carte médicale). Cette carte vous donne droit\, à vous et votre famille à des soins gratuits par un médecin généraliste\, à des médicaments gratuits\, à une prise en charge gratuite dans les services d’urgences des hôpitaux publics\, et à un ensemble d’autres services de soins gratuits
utter_if_your_family, Si les revenus de votre famille dépassent ce seuil\, vous pouvez obtenir une carte de consultation du médecin généraliste\, ou GP Visit Card. Cette carte vous donne droit à des consultations gratuites chez votre médecin de famille mais vous devrez payer pour les médicaments et les autres services de soins.
utter_children_under_the, Les enfants de moins de 6 ans et les personnes âgées de plus de 70 ans ont automatiquement droit à une GP Visit Card.
utter_if_you_do, Si vous ne remplissez les conditions nécessaires pour aucune de ces cartes\, vous devrez payer pour les consultations chez le médecin\, les médicaments et autres services de soins primaires.
utter_if_you_are, Si vous changez de médecin\, vous devez en informer votre médecin actuel et lui demander d’envoyer votre dossier médical à votre nouveau médecin. Si vous remplissez les conditions nécessaires pour bénéficier d’une Medical Card\, vous devriez vérifier que le nouveau médecin accepte de nouveaux patients.

do_i_have, Dois-je payer pour aller à l’hôpital ?
utter_for_acute_public, Vous n’avez pas à payer pour les services hospitaliers de soins aigus\, y compris le service des urgences\, mais il vous faudra normalement une lettre de votre médecin généraliste (une ordonnance) pour pouvoir accéder aux services d’un hôpital public.
utter_if_you_do, Si vous n’avez pas d’ordonnance de votre médecin\, ni de Medical Card\, vous devrez vous acquitter de 100€ pour des services d’urgence ou d’accident.
utter_hospital_services_are, Des services hospitaliers sont également disponibles dans un certain nombre d’hôpitaux privés. Vous devrez payer l’ensemble des frais pour des services en hôpital privé à moins que vous n’ayez une assurance maladie privée qui couvre ces frais.
utter_you_can_get, Votre bureau local de santé peut vous apporter plus d’informations sur les services de soins et sur la façon d’obtenir une Medical Card ou une GP visit card. 

utter_public_health_nurses, Les infirmières de santé publique proposent un ensemble de services gratuits au sein de votre communauté.
utter_if_you_have, Si vous vous êtes enregistré auprès d’une infirmière de santé publique durant votre séjour dans un centre d’hébergement public\, il est important de communiquer votre nouvelle adresse à l’infirmière de santé publique lorsque vous déménagez. Cela permet à l’infirmière de suivre votre dossier\, ou de vous adresser à une infirmière de santé publique près de votre nouveau lieu de résidence.
utter_for_more_information, Veuillez consulter le site www.hse.ie pour plus d’informations sur les infirmières de santé publique.

utter_in_a_medical, En cas d’urgence médicale\, composez le 112 ou le 999 et décrivez l’urgence à l’opérateur.
utter_additional_information_on, Vous pouvez obtenir des informations supplémentaires sur les autres services de santé et prestataires de services sur www.hse.ie\, ou en contactant votre bureau local de santé
